fragrance_id,name,brand,top_notes,middle_notes,base_notes,main_accords,gender,concentration,rating_value,rating_count,longevity,sillage,year,category,source,embedding_text
213,Abreez Yellow Gold Hair Mist - 50 ml,Abreez,Coriander,Ylang Ylang,"Amber, Caramel",,Unisex,,none,none,,,2020,Oriental,rawanalqarni,"Coriander | Ylang Ylang | Amber, Caramel | Unisex"
214,Abricot Vanille,Marcus Spurway,"Orange, Plum","Apricot, Lily of the valley","Amber, Vanilla",,,,,,,,,,parfumo,"Orange, Plum | Apricot, Lily of the valley | Amber, Vanilla"
215,Absinthe & Sugar,Bloodbath,"Elemi resin, Green apple, Mildew","Aquatic notes, White blossoms",Patchouli,,,,,,,,2015.0,,parfumo,"Elemi resin, Green apple, Mildew | Aquatic notes, White blossoms | Patchouli"
216,Absinthe Gaïac,Panouge,"Absinth, Violet leaf","Leather, Nutmeg, Rose","Amber, Gaiac wood, Musk, Vetiver, Patchouli","Woody, Green, Spicy, Leathery, Sweet",,,7.3,58.0,,,2021.0,,parfumo,"Absinth, Violet leaf | Leather, Nutmeg, Rose | Amber, Gaiac wood, Musk, Vetiver, Patchouli | Accords: Woody, Green, Spicy, Leathery, Sweet"
217,Absinthe Legend,Uroda / Bi-es,"Aromatic notes, Bergamot, Green leaves, Lavender","Cedarwood, Geranium, Patchouli","Amber, Elemi resin, Heliotrope, Moss",,,,,,,,,,parfumo,"Aromatic notes, Bergamot, Green leaves, Lavender | Cedarwood, Geranium, Patchouli | Amber, Elemi resin, Heliotrope, Moss"
218,Absinthe with Faust,Common Brimstone,"Frankincense, Pink pepper, Damp","Amber, Oud","Leathery notes, Musk, Vanilla",,,,,,,,,,parfumo,"Frankincense, Pink pepper, Damp | Amber, Oud | Leathery notes, Musk, Vanilla"
219,Absinthe,Amorphous / Black Baccara,"Bergamot, Cinnamon, Pink pepper, Saffron, Acid","Geranium, Patchouli, Rosa centifolia","Amber, Gaiac wood, Oud","Floral, Oriental, Sweet, Animal",,,,,,,,,parfumo,"Bergamot, Cinnamon, Pink pepper, Saffron, Acid | Geranium, Patchouli, Rosa centifolia | Amber, Gaiac wood, Oud | Accords: Floral, Oriental, Sweet, Animal"
220,Absinthe,Franck Boclet,"Vermouth, Green mandarin orange, Lavender","Vermouth, Heliotrope, Rhubarb","Amberwood, Leather, Vetiver","Green, Spicy, Woody, Leathery, Fresh",,,7.5,45.0,,,2015.0,,parfumo + rdemarqui,"Vermouth, Green mandarin orange, Lavender | Vermouth, Heliotrope, Rhubarb | Amberwood, Leather, Vetiver | Accords: Green, Spicy, Woody, Leathery, Fresh"
221,Absinthium + Artemisia Extró 2002 Aftershave Eau de Toilette,Extró,"Apple, Kumquat, Passion fruit","Clary sage, Juniper berry, Patchouli","Amber, Leather, Tonka bean",,,Aftershave Eau de Toilette,4.0,5.0,,,2002.0,,parfumo,"Apple, Kumquat, Passion fruit | Clary sage, Juniper berry, Patchouli | Amber, Leather, Tonka bean | Aftershave Eau de Toilette"
222,Absoloud,Venetian Master Perfumer / Lorenzo Dante Ferro,"Black pepper, Coriander, Frankincense, Myrrh, Oud","Gaiac wood, Sandalwood","Amber, Leather, Musk",,,,,,,,,,parfumo,"Black pepper, Coriander, Frankincense, Myrrh, Oud | Gaiac wood, Sandalwood | Amber, Leather, Musk"
223,Absolu Aventus,Creed,"Blackcurrant, Grapefruit, Bergamot, Lemon, Ginger","Pineapple, Cardamom, Patchouli, Pink pepper, Cinnamon","Ambroxan, Cashmere wood, Haitian vetiver, Musk, Labdanum, Oakmoss","Fruity, Fresh, Citrus, Spicy, Woody",Unisex,EDP,8.3,485.0,Strong,,2023.0,Woody Fruity,parfumo + ayush,"Blackcurrant, Grapefruit, Bergamot, Lemon, Ginger | Pineapple, Cardamom, Patchouli, Pink pepper, Cinnamon | Ambroxan, Cashmere wood, Haitian vetiver, Musk, Labdanum, Oakmoss | Accords: Fruity, Fresh, Citrus, Spicy, Woody | Unisex | EDP"
224,Absolu d'Amour,Adopt' / Réserve Naturelle,"Bergamot, Cardamom, Cinnamon, Nutmeg, Acid","Cedarwood, Gaiac wood, Rose, Rotting Flower","Amber, Frankincense, Peru balsam, Vanilla",,,,,,,,2015.0,,parfumo,"Bergamot, Cardamom, Cinnamon, Nutmeg, Acid | Cedarwood, Gaiac wood, Rose, Rotting Flower | Amber, Frankincense, Peru balsam, Vanilla"
225,Absolu d'Oranger,Godet,"Orange leaf, Lemon, Bergamot, Blackcurrant bud, Mandarin orange","Orange blossom, Iris","Cedarwood, Oakmoss, Vetiver","Citrus, Floral, Fresh, Fruity, Spicy",,,7.5,19.0,,,2020.0,,parfumo,"Orange leaf, Lemon, Bergamot, Blackcurrant bud, Mandarin orange | Orange blossom, Iris | Cedarwood, Oakmoss, Vetiver | Accords: Citrus, Floral, Fresh, Fruity, Spicy"
226,Absolu de Vanille,La Maison de la Vanille,Benzoin,"Honey, Opoponax, Coumarin","Vanilla absolute, Patchouli","Sweet, Spicy, Gourmand, Powdery, Resinous",,,7.2,69.0,,,,,parfumo + rdemarqui,"Benzoin | Honey, Opoponax, Coumarin | Vanilla absolute, Patchouli | Accords: Sweet, Spicy, Gourmand, Powdery, Resinous"
227,Absolu Fawaki,Mabra Parfums,"Coconut, Passion fruit, Peach, Raspberry, Sicilian lemon, Sicilian orange, Violet leaf","Damask rose, Honeysuckle, Smoked wood","Benzoin Siam, Bourbon vanilla, Labdanum, Peru balsam, Thai oud","Sweet, Fruity, Gourmand, Woody, Smoky",,,8.1,9.0,,,2022.0,,parfumo,"Coconut, Passion fruit, Peach, Raspberry, Sicilian lemon, Sicilian orange, Violet leaf | Damask rose, Honeysuckle, Smoked wood | Benzoin Siam, Bourbon vanilla, Labdanum, Peru balsam, Thai oud | Accords: Sweet, Fruity, Gourmand, Woody, Smoky"
228,Absolu Fruits,Acorelle,"Bergamot, Ginger, Pink pepper","Cedarwood, Jasmine, Oak","Musk, Oakmoss, Patchouli, Vanilla, Spoiled Spice",,,,,,,,2008.0,,parfumo + rdemarqui,"Bergamot, Ginger, Pink pepper | Cedarwood, Jasmine, Oak | Musk, Oakmoss, Patchouli, Vanilla, Spoiled Spice"
229,Absolu Intense,Rochas,"Fig leaf, Mandarin orange","Orange blossom, Tuberose, White blossoms","Sandalwood, Amber, Tonka bean, Vanilla","Oriental, Floral, Woody, Spicy, Powdery",,,7.5,17.0,,,2004.0,,parfumo,"Fig leaf, Mandarin orange | Orange blossom, Tuberose, White blossoms | Sandalwood, Amber, Tonka bean, Vanilla | Accords: Oriental, Floral, Woody, Spicy, Powdery"
230,Absolu Tiaré Acorelle 2007 Eau Fraîche,Acorelle,"Cherry, Liqueur","Cherry syrup, Caramel, Strawberry, Turkish rose, Manure","Tonka bean, Vanilla, Sandalwood, Vetiver, Dankness","Fruity, Sweet, Gourmand, Synthetic, Spicy",,Eau Fraîche,7.7,147.0,,,2007.0,,parfumo,"Cherry, Liqueur | Cherry syrup, Caramel, Strawberry, Turkish rose, Manure | Tonka bean, Vanilla, Sandalwood, Vetiver, Dankness | Accords: Fruity, Sweet, Gourmand, Synthetic, Spicy | Eau Fraîche"
231,Absolu,Rochas,"Mandarin orange, Fig leaf","Orange blossom, Lily, Rose, Pepper","Tolu balm, Benzoin, Labdanum, Cedar","Spicy, Oriental, Floral, Sweet, Woody",,,8.1,193.0,,,2002.0,,parfumo + rdemarqui,"Mandarin orange, Fig leaf | Orange blossom, Lily, Rose, Pepper | Tolu balm, Benzoin, Labdanum, Cedar | Accords: Spicy, Oriental, Floral, Sweet, Woody"
232,Absolue d'Osmanthe Perris Monte Carlo 2016 Eau de Parfum,Perris Monte Carlo,"Osmanthus absolute, Plum, Pink pepper","Tolu balm, Jasmine sambac","Sandalwood, Dry woods, Labdanum, Vanilla","Floral, Woody, Fruity, Sweet, Spicy",,Eau de Parfum,7.2,95.0,,,2016.0,,parfumo,"Osmanthus absolute, Plum, Pink pepper | Tolu balm, Jasmine sambac | Sandalwood, Dry woods, Labdanum, Vanilla | Accords: Floral, Woody, Fruity, Sweet, Spicy | Eau de Parfum"
233,Absolue d'Osmanthe Perris Monte Carlo 2016 Extrait de Parfum,Perris Monte Carlo,"Osmanthus absolute, Plum, Pink pepper","Tolu balm, Jasmine sambac","Sandalwood, Dry woods, Labdanum, Vanilla","Floral, Woody, Creamy, Fruity, Spicy",,Extrait de Parfum,7.6,27.0,,,2016.0,,parfumo,"Osmanthus absolute, Plum, Pink pepper | Tolu balm, Jasmine sambac | Sandalwood, Dry woods, Labdanum, Vanilla | Accords: Floral, Woody, Creamy, Fruity, Spicy | Extrait de Parfum"
234,Absolument Rose,Adopt' / Réserve Naturelle,"Black pepper, Cypress, Papyrus, Rain accord, Scots pine, Sweet gale","Hemlock fir, Iris, Red clover","Birch tar, Labdanum, Myrrh, Tonka bean, Vetiver, Malodor",,,,,,,,2006.0,,parfumo,"Black pepper, Cypress, Papyrus, Rain accord, Scots pine, Sweet gale | Hemlock fir, Iris, Red clover | Birch tar, Labdanum, Myrrh, Tonka bean, Vetiver, Malodor"
235,Absolut Diamond,Comin,"Rosa alba, Stench","Jasmine, Lily, Lily of the valley, Magnolia, Tuberose, Rankness","Sandalwood, White musk",,,,,,,,2015.0,,parfumo,"Rosa alba, Stench | Jasmine, Lily, Lily of the valley, Magnolia, Tuberose, Rankness | Sandalwood, White musk"
236,Absolute 56,Jafra,Bergamot,Cardamom,Roasted barley,"Sweet, Spicy, Fruity, Woody, Resinous",,,7.8,2.0,,,,,parfumo,"Bergamot | Cardamom | Roasted barley | Accords: Sweet, Spicy, Fruity, Woody, Resinous"
237,Absolute Adoration,Sangado,"Bergamot, Magnolia, Mandarin orange, Melon, Peach, Pear","Jasmine, Orchid, Plum, Rose","Amaranth, Blackberry, Musk","Creamy, Green, Woody, Floral",,,9.3,2.0,,,,,parfumo,"Bergamot, Magnolia, Mandarin orange, Melon, Peach, Pear | Jasmine, Orchid, Plum, Rose | Amaranth, Blackberry, Musk | Accords: Creamy, Green, Woody, Floral"
238,Absolute Bidun Esam,Ahmed Al Maghribi,"Caraway, Jasmine, Leather, XylophazQ","Frankincense, Oud, Patchouli, Saffron","Amber, Cedarwood, Labdanum, Sandalwood, Vetiver",,,,,,,,,,parfumo,"Caraway, Jasmine, Leather, XylophazQ | Frankincense, Oud, Patchouli, Saffron | Amber, Cedarwood, Labdanum, Sandalwood, Vetiver"
239,Absolute Blue,Câline,"Bergamot, Rosemary, Lavender, Mint, Sage","Geranium, Neroli, Sandalwood, Jasmine","Musk, Cedarwood, Amber, Oakmoss","Aquatic, Fresh, Synthetic, Green, Spicy",,,7.7,180.0,,,2021.0,,parfumo,"Bergamot, Rosemary, Lavender, Mint, Sage | Geranium, Neroli, Sandalwood, Jasmine | Musk, Cedarwood, Amber, Oakmoss | Accords: Aquatic, Fresh, Synthetic, Green, Spicy"
240,Absolute Bomb,Ulric de Varens,"Bergamot, Elemi resin, Grapefruit, Sichuan pepper","Geranium, Patchouli, Provençal lavender, Sage","Amberwood, Mineral amber, Moss, Sandalwood",,,,7.5,3.0,,,2022.0,,parfumo,"Bergamot, Elemi resin, Grapefruit, Sichuan pepper | Geranium, Patchouli, Provençal lavender, Sage | Amberwood, Mineral amber, Moss, Sandalwood"
241,Absolute Bright,Ajmal,Blossoms,Blossoms,"Musk, Woods",,,,,,,,,,parfumo,"Blossoms | Blossoms | Musk, Woods"
242,Absolute by Elite Gentleman,Avon,"Bergamot, Cardamom, Cinnamon, Ginger, Lime, Saffron","Carnation, Damask rose absolute, Iris, Magnolia, Mimosa, Tuberose, Violet, Rot","Amber, Cashmere, Cedar, Musk, Oakmoss, Patchouli, Sandalwood, Vanillin, Vetiver","Oriental, Sweet, Floral, Spicy, Woody",,,8.8,18.0,,,2009.0,,parfumo,"Bergamot, Cardamom, Cinnamon, Ginger, Lime, Saffron | Carnation, Damask rose absolute, Iris, Magnolia, Mimosa, Tuberose, Violet, Rot | Amber, Cashmere, Cedar, Musk, Oakmoss, Patchouli, Sandalwood, Vanillin, Vetiver | Accords: Oriental, Sweet, Floral, Spicy, Woody"
243,Absolute Leather,Jafra,"Italian citrus fruits, Pink pepper","Cedarwood, Patchouli","Leather, Sandalwood","Leathery, Spicy, Woody, Sweet, Citrus",,,7.5,13.0,,,,,parfumo,"Italian citrus fruits, Pink pepper | Cedarwood, Patchouli | Leather, Sandalwood | Accords: Leathery, Spicy, Woody, Sweet, Citrus"
244,Absolute Man Bruno Banani 2014 After Shave,Bruno Banani,"Mandarin orange, Grapefruit, Black pepper","Lily of the valley, Violet leaf","Amberwood, Tonka bean, Vanilla","Synthetic, Citrus, Spicy, Woody, Fruity",,After Shave,6.5,2.0,,,2014.0,,parfumo,"Mandarin orange, Grapefruit, Black pepper | Lily of the valley, Violet leaf | Amberwood, Tonka bean, Vanilla | Accords: Synthetic, Citrus, Spicy, Woody, Fruity | After Shave"
245,Absolute Man Bruno Banani 2014 Eau de Toilette,Bruno Banani,"Mandarin orange, Grapefruit, Black pepper","Lily of the valley, Violet leaf","Amberwood, Tonka bean, Vanilla","Sweet, Fruity, Synthetic, Fresh, Spicy",,Eau de Toilette,5.6,140.0,,,2014.0,,parfumo,"Mandarin orange, Grapefruit, Black pepper | Lily of the valley, Violet leaf | Amberwood, Tonka bean, Vanilla | Accords: Sweet, Fruity, Synthetic, Fresh, Spicy | Eau de Toilette"
246,Absolute Massimo Dutti 1995 After Shave,Massimo Dutti,"Green notes, Ozone","Floral notes, Spices","Precious woods, Amber, Musk",,,After Shave,,,,,1995.0,,parfumo,"Green notes, Ozone | Floral notes, Spices | Precious woods, Amber, Musk | After Shave"
247,Absolute Massimo Dutti 1995 Eau de Toilette,Massimo Dutti,"Green notes, Ozone","Floral notes, Spices","Precious woods, Amber, Musk","Citrus, Green, Aquatic, Fresh, Gourmand",,Eau de Toilette,7.6,7.0,,,1995.0,,parfumo,"Green notes, Ozone | Floral notes, Spices | Precious woods, Amber, Musk | Accords: Citrus, Green, Aquatic, Fresh, Gourmand | Eau de Toilette"
248,Absolute Oriental,Angel Schlesser,"Freesia, Bergamot, Osmanthus","Rose, Peony, Saffron","Amber, Musk, Patchouli, Sandalwood, Vanilla","Floral, Sweet, Spicy, Woody, Oriental",,,7.7,15.0,,,2013.0,,parfumo + rdemarqui,"Freesia, Bergamot, Osmanthus | Rose, Peony, Saffron | Amber, Musk, Patchouli, Sandalwood, Vanilla | Accords: Floral, Sweet, Spicy, Woody, Oriental"
249,Absolute Reciprocity,LPO - Libby Patterson Organics,"Bergamot, Melon, Sicilian lemon, Onion","Jasmine, Orange blossom, Tuberose","Amber, Coconut, Musk, Rosewood, Grunge",,,,,,,,1988.0,,parfumo,"Bergamot, Melon, Sicilian lemon, Onion | Jasmine, Orange blossom, Tuberose | Amber, Coconut, Musk, Rosewood, Grunge"
250,Absolute Santal by Elite Gentleman,Avon,"Lemon, Pineapple, Pink pepper, Manure","Jasmine, Hyacinth, Iris, Moldy Wallpaper","Patchouli, Vetiver, White musk, Amber","Fruity, Fresh, Earthy, Floral, Sweet",,,,,,,,,parfumo,"Lemon, Pineapple, Pink pepper, Manure | Jasmine, Hyacinth, Iris, Moldy Wallpaper | Patchouli, Vetiver, White musk, Amber | Accords: Fruity, Fresh, Earthy, Floral, Sweet"
251,Absolute Shadow,Franck Boclet,Almond,"Almond blossom, Orange blossom","Musk, Sandalwood, Tonka bean, Vanilla","Spicy, Woody, Floral, Sweet, Powdery",,,7.8,4.0,,,2024.0,,parfumo,"Almond | Almond blossom, Orange blossom | Musk, Sandalwood, Tonka bean, Vanilla | Accords: Spicy, Woody, Floral, Sweet, Powdery"
252,Absolute Sport,La Rive,"Aldehydes, Marine notes, Orange, Red mandarin orange","Pepper, Bitter orange blossom, Cedarwood","White musk, Vanilla, Amber, Elemi resin, Tonka bean, Vetiver","Fresh, Citrus, Sweet, Aquatic, Creamy",,,7.5,121.0,,,2023.0,,parfumo,"Aldehydes, Marine notes, Orange, Red mandarin orange | Pepper, Bitter orange blossom, Cedarwood | White musk, Vanilla, Amber, Elemi resin, Tonka bean, Vetiver | Accords: Fresh, Citrus, Sweet, Aquatic, Creamy"
253,Absolute Woman Bruno Banani 2015 Eau de Parfum,Bruno Banani,Pink grapefruit,Pink pepper,"Amber, Vanilla","Fruity, Floral, Fresh, Synthetic, Powdery",,Eau de Parfum,5.1,4.0,,,2015.0,,parfumo,"Pink grapefruit | Pink pepper | Amber, Vanilla | Accords: Fruity, Floral, Fresh, Synthetic, Powdery | Eau de Parfum"
254,Absolute Woman Bruno Banani 2015 Eau de Toilette,Bruno Banani,Pink grapefruit,Pink pepper,"Amber, Vanilla","Sweet, Fruity, Synthetic, Floral, Fresh",,Eau de Toilette,5.0,52.0,,,2015.0,,parfumo,"Pink grapefruit | Pink pepper | Amber, Vanilla | Accords: Sweet, Fruity, Synthetic, Floral, Fresh | Eau de Toilette"
255,Absolute Woman,Eminence Parfums,"Bergamot, Rum absolute","Pineapple, Geranium, Nausea","Vanilla, Vetiver, Contamination","Fruity, Fresh, Citrus, Sweet, Green",,,6.9,75.0,,,2003.0,,parfumo,"Bergamot, Rum absolute | Pineapple, Geranium, Nausea | Vanilla, Vetiver, Contamination | Accords: Fruity, Fresh, Citrus, Sweet, Green"
256,Absolute,Miraculum,"Blackcurrant, Grapefruit, Lemon, Pink pepper","Chamomile, Raspberry, Rose","Ambergris, Cedar, Patchouli",,,,,,,,2020.0,,parfumo,"Blackcurrant, Grapefruit, Lemon, Pink pepper | Chamomile, Raspberry, Rose | Ambergris, Cedar, Patchouli"
257,Absolute,Royal Crown,"Coriander, Frankincense, Galbanum, Honey, Leathery notes","Jasmine, Moroccan rose, Tuberose, Cedarwood, Laotian oud, Mysore sandalwood","Ambergris, Balm of Gilead, Labdanum, Myrrh, Oakmoss, Patchouli, Styrax, Vanilla absolute","Floral, Woody, Oriental, Green, Smoky",,,8.3,3.0,,,2015.0,,parfumo + rdemarqui,"Coriander, Frankincense, Galbanum, Honey, Leathery notes | Jasmine, Moroccan rose, Tuberose, Cedarwood, Laotian oud, Mysore sandalwood | Ambergris, Balm of Gilead, Labdanum, Myrrh, Oakmoss, Patchouli, Styrax, Vanilla absolute | Accords: Floral, Woody, Oriental, Green, Smoky"
258,Absolutely Charming,Lelas,"Bergamot, Mandarin orange, Orange, Pineapple","Amber, Jasmine, Ozone, Rose, Violet","Birch, Cedarwood, Oud, White musk",,,,,,,,,,parfumo,"Bergamot, Mandarin orange, Orange, Pineapple | Amber, Jasmine, Ozone, Rose, Violet | Birch, Cedarwood, Oud, White musk"
259,Absolutely Irrésistible,Givenchy,"Bell pepper, Mandarin orange, Red berries","Jasmine, Heliotrope, Orange blossom","Amber, Cedarwood, Patchouli","Fruity, Synthetic, Floral, Spicy, Sweet",,,6.1,27.0,,,2008.0,,parfumo,"Bell pepper, Mandarin orange, Red berries | Jasmine, Heliotrope, Orange blossom | Amber, Cedarwood, Patchouli | Accords: Fruity, Synthetic, Floral, Spicy, Sweet"
260,Absolutely Madam,MAD Parfumeur,"Blackcurrant, Mandarin orange","Chamomile, Jasmine, Valerian","Amber, Musk, Patchouli, Sandalwood, Tonka bean, Vanilla","Sweet, Spicy, Gourmand, Oriental, Woody",,,8.0,5.0,,,,,parfumo,"Blackcurrant, Mandarin orange | Chamomile, Jasmine, Valerian | Amber, Musk, Patchouli, Sandalwood, Tonka bean, Vanilla | Accords: Sweet, Spicy, Gourmand, Oriental, Woody"
261,Absolutely Me,Escada,"Raspberry, Pink pepper, Rose water","Rose macaron, Hawthorn, Jasmine","Vanilla, Musk","Sweet, Fruity, Floral, Synthetic, Powdery",,,6.6,143.0,,,2010.0,,parfumo + rdemarqui,"Raspberry, Pink pepper, Rose water | Rose macaron, Hawthorn, Jasmine | Vanilla, Musk | Accords: Sweet, Fruity, Floral, Synthetic, Powdery"
262,Absolutely Nothing,Gosh Cosmetics,"Apricot, Bergamot, Blackberry, Hyacinth, Peach, Rose","Bergamot, Hyacinth, Mandarin orange, Rose","Blossoms, Musk",,,,,,,,,,parfumo,"Apricot, Bergamot, Blackberry, Hyacinth, Peach, Rose | Bergamot, Hyacinth, Mandarin orange, Rose | Blossoms, Musk"
263,Absoluti - Extraordinarius Aoud,Mauro Lorenzi,"Red thyme, Saffron","Black pepper, Jasmine, Magnolia","Ambergris, Benzoin, Musk, Oud, Precious woods, Tolu balm",,,,,,,,2023.0,,parfumo,"Red thyme, Saffron | Black pepper, Jasmine, Magnolia | Ambergris, Benzoin, Musk, Oud, Precious woods, Tolu balm"
264,Absoluti - Primitiva Ambra,Mauro Lorenzi,"Bergamot, Cardamom, Pink pepper","Cinnamon, Coffee, Geranium, Tonka bean","Ambergris, Frankincense, Labdanum, Patchouli, Vanilla",,,,,,,,2023.0,,parfumo,"Bergamot, Cardamom, Pink pepper | Cinnamon, Coffee, Geranium, Tonka bean | Ambergris, Frankincense, Labdanum, Patchouli, Vanilla"
265,Absoluti - Rude Patchouli,Mauro Lorenzi,"Pink pepper, Rhubarb, Roots","Cedarwood, Patchouli, Sandalwood, Tonka bean","Ambergris, Ambrette, Labdanum, Musk, Vanilla",,,,,,,,2023.0,,parfumo,"Pink pepper, Rhubarb, Roots | Cedarwood, Patchouli, Sandalwood, Tonka bean | Ambergris, Ambrette, Labdanum, Musk, Vanilla"
266,Absolutio,Navitus Parfums,"Saffron, Cinnamon, Almond","Apple, Toffee","Driftwood, Ambergris, Chocolate, Musk, Oakmoss, Caramel","Spicy, Synthetic, Oriental, Woody, Earthy",,,7.2,25.0,,,2019.0,,parfumo,"Saffron, Cinnamon, Almond | Apple, Toffee | Driftwood, Ambergris, Chocolate, Musk, Oakmoss, Caramel | Accords: Spicy, Synthetic, Oriental, Woody, Earthy"
267,Absque,Mine Perfume Lab,"Aromatic notes, Citrus notes","Amaretto, Floral notes","Cedar, Musk",,,,,,,,2015.0,,parfumo,"Aromatic notes, Citrus notes | Amaretto, Floral notes | Cedar, Musk"
268,Abstraction Raisonnée,Les Eaux Primordiales,"Grapefruit, Rhubarb","Nutmeg, Jasmine","Benzoin, Haitian vetiver, Tobacco","Spicy, Synthetic, Citrus, Fresh, Woody",,,6.3,12.0,,,2015.0,,parfumo,"Grapefruit, Rhubarb | Nutmeg, Jasmine | Benzoin, Haitian vetiver, Tobacco | Accords: Spicy, Synthetic, Citrus, Fresh, Woody"
269,Abu Abdalla Khas,Khas Oud & Perfumes / خاص للعود والعطور,"Marjoram, Bergamot, Bitter orange, Lemon, Mothball","Cyclamen, Jasmine, Water lily","Ambergris, White musk, Algae, Cedarwood","Citrus, Floral, Fresh, Woody, Spicy",,,7.3,10.0,,,,,parfumo,"Marjoram, Bergamot, Bitter orange, Lemon, Mothball | Cyclamen, Jasmine, Water lily | Ambergris, White musk, Algae, Cedarwood | Accords: Citrus, Floral, Fresh, Woody, Spicy"
270,Abu Madyan,Ensar Oud / Oriscent,"Thyme, Sichuan pepper, Pineappleweed, Coriander, Mountain pepper","Cinnamon, Clove, Saffron","Indian sandalwood, Indian oud, Liatris spicata, Styrax, Vetiver","Spicy, Oriental, Animal, Green, Leathery",,,7.3,21.0,,,,,parfumo,"Thyme, Sichuan pepper, Pineappleweed, Coriander, Mountain pepper | Cinnamon, Clove, Saffron | Indian sandalwood, Indian oud, Liatris spicata, Styrax, Vetiver | Accords: Spicy, Oriental, Animal, Green, Leathery"
271,Abundantia,Memoize,"Bergamot, Mandarin orange, Rhubarb","Geranium, Ginger, Osmanthus","Caramel, Patchouli, Sandalwood, Vanilla",,,,,,,,2022.0,,parfumo,"Bergamot, Mandarin orange, Rhubarb | Geranium, Ginger, Osmanthus | Caramel, Patchouli, Sandalwood, Vanilla"
272,Abyan pour Femme,Rasasi,"Raspberry, Lemon","Violet leaf, Rose","Musk, Cedarwood, Civet","Fruity, Sweet, Floral, Powdery, Synthetic",,,7.9,42.0,,,,,parfumo,"Raspberry, Lemon | Violet leaf, Rose | Musk, Cedarwood, Civet | Accords: Fruity, Sweet, Floral, Powdery, Synthetic"
273,Abyan pour Homme,Rasasi,"Cardamom, Mandarin orange, Grapefruit","Apple, Rose","Leather, Musk, Woods","Woody, Oriental, Fruity, Spicy, Floral",,,6.7,24.0,,,,,parfumo,"Cardamom, Mandarin orange, Grapefruit | Apple, Rose | Leather, Musk, Woods | Accords: Woody, Oriental, Fruity, Spicy, Floral"
274,Abyat Alotour Al Nokhba Incense - 135 g,Abyat Alotour,Oud,Rose,"Musk, Amber",,Bakhoor,,none,none,,,,Oud,rawanalqarni,"Oud | Rose | Musk, Amber | Bakhoor"
275,Abyat Alotour Sabaya Incense - 135 g,Abyat Alotour,Oud,Woods,Wild Roses,,Bakhoor,,none,none,,,,Oriental,rawanalqarni,Oud | Woods | Wild Roses | Bakhoor
276,Abyat,Arabian Oud / العربية للعود,"Lily of the valley, Saffron","Carnation, Jasmine, Rose","Amber, Musk, Oud","Floral, Woody, Oriental, Animal, Smoky",,,8.5,6.0,,,,,parfumo,"Lily of the valley, Saffron | Carnation, Jasmine, Rose | Amber, Musk, Oud | Accords: Floral, Woody, Oriental, Animal, Smoky"
277,Abyss,Création Lamis,Jasmine sambac,"Cashmeran, Vanilla, Amber, Woody notes",White amber,"Powdery, Sweet, Woody, Gourmand, Floral",,,6.3,18.0,,,,,parfumo,"Jasmine sambac | Cashmeran, Vanilla, Amber, Woody notes | White amber | Accords: Powdery, Sweet, Woody, Gourmand, Floral"
278,Abyssal Homem,Jequiti,"Black pepper, Green notes, Lemon","Jasmine, Lavender, Patchouli","Musk, Red cedar, Vetiver",,,,,,,,2006.0,,parfumo,"Black pepper, Green notes, Lemon | Jasmine, Lavender, Patchouli | Musk, Red cedar, Vetiver"
279,Abyssis,Liquides Imaginaires,"Calypsone®, Black pepper, White pepper","Ambrofix, Atlas cedar, Sandalwood","Sylkolide™, Cosmone, Styrax","Aquatic, Animal, Smoky, Green, Synthetic",,,5.4,12.0,,,2022.0,,parfumo,"Calypsone®, Black pepper, White pepper | Ambrofix, Atlas cedar, Sandalwood | Sylkolide™, Cosmone, Styrax | Accords: Aquatic, Animal, Smoky, Green, Synthetic"
280,Abysso,The Goodfellas' Smile,"Aldehydes, Bergamot, Citrus fruits, Galbanum, Lemon, Rosemary","Geranium, Jasmine, Lily of the valley, Mint, Violet","Amber, Musk, Oakmoss, Sandalwood, Woody notes",,,,,,,,,,parfumo,"Aldehydes, Bergamot, Citrus fruits, Galbanum, Lemon, Rosemary | Geranium, Jasmine, Lily of the valley, Mint, Violet | Amber, Musk, Oakmoss, Sandalwood, Woody notes"
281,Acacia,Borsari 1870,Mandarin orange,"Spearmint, Putrescence","Calypsone®, Lavender, Patchouli, Putrescence",,,,,,,,2007.0,,parfumo,"Mandarin orange | Spearmint, Putrescence | Calypsone®, Lavender, Patchouli, Putrescence"
282,Acacia,Clive Christian,Black cherry,"Acacia, Freesia, Ginger, May rose","Amber, Cedarwood, Patchouli","Floral, Fresh, Green, Woody, Spicy",,,7.9,15.0,,,2017.0,,parfumo,"Black cherry | Acacia, Freesia, Ginger, May rose | Amber, Cedarwood, Patchouli | Accords: Floral, Fresh, Green, Woody, Spicy"
283,Acaciosa Caron 2017 Eau de Parfum,Caron,"Ylang-ylang, Bulgarian rose","Jasmine, Orange blossom, Pineapple","Ambergris, Musk","Floral, Spicy, Animal, Sweet, Powdery",,Eau de Parfum,7.8,40.0,,,2017.0,,parfumo,"Ylang-ylang, Bulgarian rose | Jasmine, Orange blossom, Pineapple | Ambergris, Musk | Accords: Floral, Spicy, Animal, Sweet, Powdery | Eau de Parfum"
