Name,Formality,Season,Gender,Time_of_Day,Frequency,Longevity,Notes
Azure Musk No.1436,0.82,Summer,Any,Night,Occasionally,Long,"Grapefruit, Pineapple | Violet, Rose | Musk, Incense, Cedarwood | Accords: Earthy, Floral, Spicy"
Neon Soul No.1437,0.06,Spring,Any,Day,Often,Short,"Bergamot, Sea Salt | Nutmeg, Geranium | Leather, Vanilla, Patchouli | Accords: Floral, Powdery, Gourmand"
Mystic Nectar No.1438,0.82,Fall,Any,Night,Often,Short,"Mandarin, Pineapple | Clary Sage, Freesia | Amber, Musk, Tonka Bean | Accords: Powdery, Green, Fresh"
Golden Orchid No.1439,0.96,Summer,Any,Night,Occasionally,Long,"Mandarin, Lemon | Jasmine, Clary Sage | Tonka Bean, Leather, Vetiver | Accords: Powdery, Woody, Green"
Crimson Dream No.1440,0.7,Fall,Any,Day,Often,Long,"Blackcurrant, Mandarin | Lily of the Valley, Nutmeg | Patchouli, Vanilla, Amber | Accords: Floral, Woody, Fresh"
Golden Breeze No.1441,0.12,Spring,Any,Night,Often,Short,"Mint, Lavender | Rose, Jasmine | Incense, Amber, Cedarwood | Accords: Green, Citrus, Gourmand"
Crimson Fire No.1442,0.43,Summer,Male,Day,Occasionally,Short,"Peach, Bergamot | Lily of the Valley, Iris | Vetiver, Leather, Patchouli | Accords: Green, Floral, Citrus"
Phantom Shadow No.1443,0.33,Fall,Male,Day,Occasionally,Short,"Pineapple, Peach | Clary Sage, Nutmeg | Musk, Sandalwood, Incense | Accords: Green, Fresh, Spicy"
Lunar Orchid No.1444,0.17,Spring,Male,Night,Occasionally,Short,"Apple, Lavender | Iris, Rose | Patchouli, Vanilla, Oakmoss | Accords: Woody, Spicy, Powdery"
Solar Fire No.1445,0.47,Summer,Female,Day,Occasionally,Short,"Apple, Mandarin | Geranium, Iris | Amber, Oakmoss, Vanilla | Accords: Woody, Fresh, Powdery"
Astral Oud No.1446,0.95,Fall,Female,Day,Occasionally,Long,"Sea Salt, Blackcurrant | Violet, Lily of the Valley | Amber, Leather, Vanilla | Accords: Fruity, Spicy, Smoky"
Midnight Elixir No.1447,0.88,Spring,Female,Day,Occasionally,Long,"Grapefruit, Mint | Nutmeg, Geranium | Musk, Tonka Bean, Incense | Accords: Floral, Fruity, Woody"
Lunar Elixir No.1448,0.67,Spring,Male,Night,Occasionally,Short,"Pink Pepper, Pineapple | Nutmeg, Violet | Patchouli, Amber, Musk | Accords: Fresh, Earthy, Powdery"
Solar Storm No.1449,0.9,Winter,Male,Night,Often,Short,"Apple, Grapefruit | Cardamom, Iris | Musk, Cedarwood, Tonka Bean | Accords: Gourmand, Powdery, Green"
Mystic Nectar No.1450,0.78,Summer,Any,Day,Often,Long,"Mint, Bergamot | Freesia, Rose | Vetiver, Musk, Sandalwood | Accords: Green, Smoky, Citrus"
Desert Water No.1451,0.61,Summer,Male,Night,Occasionally,Short,"Pineapple, Mint | Rose, Lily of the Valley | Vetiver, Sandalwood, Oakmoss | Accords: Gourmand, Woody, Floral"
Azure Soul No.1452,0.87,Fall,Female,Day,Occasionally,Short,"Sea Salt, Apple | Iris, Cinnamon | Sandalwood, Vetiver, Patchouli | Accords: Citrus, Green, Smoky"
Velvet Petal No.1453,1.0,Winter,Male,Night,Occasionally,Long,"Lavender, Lemon | Nutmeg, Cinnamon | Cedarwood, Oud, Leather | Accords: Floral, Aquatic, Spicy"
Ocean Night No.1454,0.97,Spring,Male,Night,Often,Short,"Mandarin, Lavender | Lily of the Valley, Jasmine | Tonka Bean, Leather, Cedarwood | Accords: Powdery, Fruity, Gourmand"
Ocean Water No.1455,0.07,Summer,Any,Night,Occasionally,Long,"Sea Salt, Lavender | Geranium, Freesia | Vanilla, Oakmoss, Incense | Accords: Gourmand, Citrus, Woody"
Golden Water No.1456,0.17,Fall,Female,Night,Occasionally,Short,"Sea Salt, Bergamot | Clary Sage, Cardamom | Tonka Bean, Musk, Amber | Accords: Smoky, Aquatic, Green"
Ocean Amber No.1457,0.53,Winter,Female,Day,Often,Short,"Pink Pepper, Peach | Cardamom, Jasmine | Vetiver, Sandalwood, Cedarwood | Accords: Green, Earthy, Fresh"
Phantom Elixir No.1458,0.74,Winter,Female,Night,Often,Short,"Peach, Apple | Violet, Lily of the Valley | Vanilla, Oud, Tonka Bean | Accords: Fresh, Powdery, Gourmand"
Solar Orchid No.1459,0.59,Winter,Any,Night,Occasionally,Long,"Grapefruit, Blackcurrant | Clary Sage, Geranium | Leather, Sandalwood, Amber | Accords: Fruity, Floral, Spicy"
Azure Water No.1460,0.16,Fall,Any,Night,Occasionally,Short,"Bergamot, Mint | Rose, Geranium | Vetiver, Vanilla, Incense | Accords: Fresh, Spicy, Smoky"
Neon Water No.1461,0.76,Winter,Female,Day,Occasionally,Short,"Apple, Bergamot | Freesia, Jasmine | Oud, Amber, Cedarwood | Accords: Spicy, Citrus, Aquatic"
Phantom Oud No.1462,0.55,Fall,Male,Day,Occasionally,Short,"Pineapple, Lavender | Freesia, Geranium | Vanilla, Oud, Leather | Accords: Fresh, Powdery, Smoky"
Crystal Shadow No.1463,0.46,Summer,Any,Day,Occasionally,Short,"Lemon, Mandarin | Nutmeg, Violet | Musk, Oud, Amber | Accords: Smoky, Aquatic, Spicy"
Lunar Amber No.1464,0.62,Summer,Any,Day,Often,Short,"Mandarin, Lavender | Rose, Clary Sage | Incense, Musk, Vetiver | Accords: Smoky, Woody, Floral"
Midnight Oud No.1465,0.11,Fall,Female,Day,Occasionally,Short,"Lavender, Bergamot | Iris, Geranium | Patchouli, Sandalwood, Oakmoss | Accords: Fresh, Fruity, Green"
Secret Night No.1466,0.17,Summer,Any,Day,Often,Short,"Mint, Bergamot | Cardamom, Lily of the Valley | Vanilla, Oud, Vetiver | Accords: Spicy, Citrus, Fresh"
Urban Musk No.1467,0.98,Spring,Male,Night,Often,Short,"Peach, Lavender | Rose, Cinnamon | Sandalwood, Oud, Musk | Accords: Fruity, Green, Floral"
Wild Orchid No.1468,0.36,Fall,Male,Day,Occasionally,Short,"Pink Pepper, Bergamot | Orchid, Violet | Amber, Oakmoss, Vetiver | Accords: Powdery, Fruity, Fresh"
Azure Amber No.1469,0.97,Spring,Any,Day,Often,Long,"Apple, Grapefruit | Rose, Iris | Amber, Vetiver, Oud | Accords: Gourmand, Fruity, Aquatic"
Crimson Rose No.1470,0.78,Winter,Female,Day,Occasionally,Short,"Lavender, Mint | Freesia, Geranium | Musk, Tonka Bean, Vanilla | Accords: Fruity, Gourmand, Green"
Wild Fire No.1471,0.53,Fall,Any,Night,Often,Short,"Apple, Pink Pepper | Lily of the Valley, Iris | Musk, Sandalwood, Leather | Accords: Spicy, Green, Floral"
Royal Shadow No.1472,0.5,Fall,Male,Night,Occasionally,Long,"Bergamot, Blackcurrant | Cardamom, Nutmeg | Leather, Patchouli, Amber | Accords: Earthy, Fruity, Smoky"
Ocean Dream No.1473,0.39,Winter,Female,Day,Often,Long,"Apple, Sea Salt | Orchid, Nutmeg | Amber, Musk, Tonka Bean | Accords: Gourmand, Citrus, Spicy"
Azure Oud No.1474,0.61,Summer,Male,Night,Occasionally,Short,"Pink Pepper, Peach | Violet, Geranium | Oakmoss, Vetiver, Tonka Bean | Accords: Green, Earthy, Powdery"
Midnight Water No.1475,0.62,Spring,Any,Day,Often,Long,"Pink Pepper, Bergamot | Lily of the Valley, Jasmine | Patchouli, Sandalwood, Cedarwood | Accords: Fresh, Spicy, Earthy"
Golden Petal No.1476,0.39,Summer,Female,Night,Often,Long,"Bergamot, Peach | Nutmeg, Rose | Incense, Sandalwood, Vanilla | Accords: Smoky, Green, Gourmand"
Secret Elixir No.1477,0.55,Fall,Female,Day,Often,Short,"Pink Pepper, Pineapple | Cardamom, Freesia | Cedarwood, Oud, Vetiver | Accords: Powdery, Citrus, Spicy"
Crimson Spice No.1478,0.03,Summer,Female,Day,Occasionally,Long,"Blackcurrant, Pink Pepper | Cardamom, Iris | Sandalwood, Patchouli, Leather | Accords: Aquatic, Citrus, Gourmand"
Wild Dream No.1479,0.09,Fall,Female,Night,Often,Long,"Lavender, Pineapple | Geranium, Violet | Oud, Vetiver, Sandalwood | Accords: Floral, Citrus, Aquatic"
Velvet Breeze No.1480,0.59,Winter,Male,Night,Often,Short,"Lemon, Grapefruit | Violet, Cinnamon | Vanilla, Tonka Bean, Patchouli | Accords: Woody, Citrus, Gourmand"
Astral Storm No.1481,0.22,Winter,Male,Day,Occasionally,Long,"Mandarin, Pineapple | Clary Sage, Violet | Vanilla, Musk, Sandalwood | Accords: Aquatic, Floral, Gourmand"
Phantom Dream No.1482,0.46,Winter,Female,Night,Often,Long,"Pink Pepper, Bergamot | Rose, Clary Sage | Incense, Amber, Leather | Accords: Aquatic, Woody, Earthy"
Secret Rose No.1483,0.39,Spring,Female,Night,Often,Short,"Mint, Grapefruit | Rose, Lily of the Valley | Vanilla, Tonka Bean, Amber | Accords: Woody, Earthy, Green"
Mystic Musk No.1484,0.3,Winter,Any,Day,Occasionally,Long,"Lemon, Pink Pepper | Jasmine, Nutmeg | Musk, Vanilla, Oakmoss | Accords: Green, Fruity, Citrus"
Astral Spice No.1485,0.53,Spring,Female,Night,Often,Long,"Lemon, Apple | Iris, Clary Sage | Cedarwood, Vanilla, Musk | Accords: Fresh, Powdery, Spicy"
Secret Elixir No.1486,0.4,Summer,Male,Night,Occasionally,Short,"Bergamot, Pineapple | Lily of the Valley, Freesia | Amber, Patchouli, Tonka Bean | Accords: Woody, Citrus, Floral"
Lunar Nectar No.1487,0.74,Spring,Any,Day,Occasionally,Short,"Apple, Lemon | Jasmine, Geranium | Cedarwood, Amber, Incense | Accords: Fresh, Fruity, Aquatic"
Golden Wood No.1488,0.94,Summer,Female,Night,Occasionally,Short,"Sea Salt, Peach | Iris, Lily of the Valley | Oakmoss, Incense, Vanilla | Accords: Powdery, Spicy, Woody"
Secret Elixir No.1489,0.11,Winter,Any,Day,Occasionally,Long,"Blackcurrant, Mandarin | Freesia, Clary Sage | Sandalwood, Cedarwood, Leather | Accords: Gourmand, Floral, Smoky"
Golden Nectar No.1490,0.07,Spring,Male,Night,Often,Long,"Mint, Grapefruit | Geranium, Clary Sage | Leather, Patchouli, Cedarwood | Accords: Gourmand, Aquatic, Earthy"
Mystic Fire No.1491,0.88,Summer,Male,Night,Occasionally,Long,"Grapefruit, Lemon | Violet, Geranium | Oakmoss, Sandalwood, Cedarwood | Accords: Citrus, Smoky, Fresh"
Desert Water No.1492,0.84,Winter,Any,Day,Occasionally,Short,"Blackcurrant, Lavender | Violet, Jasmine | Oakmoss, Oud, Musk | Accords: Citrus, Green, Aquatic"
Mystic Breeze No.1493,0.86,Winter,Male,Night,Occasionally,Long,"Sea Salt, Mint | Freesia, Violet | Oakmoss, Sandalwood, Oud | Accords: Gourmand, Earthy, Floral"
Secret Fire No.1494,1.0,Spring,Female,Day,Occasionally,Short,"Lavender, Apple | Cinnamon, Jasmine | Oud, Leather, Patchouli | Accords: Spicy, Earthy, Gourmand"
Wild Rose No.1495,0.86,Winter,Female,Night,Occasionally,Short,"Lemon, Mint | Rose, Violet | Musk, Oakmoss, Amber | Accords: Fruity, Floral, Green"
Mystic Wood No.1496,0.02,Winter,Any,Day,Often,Long,"Lavender, Bergamot | Cardamom, Lily of the Valley | Vanilla, Oakmoss, Vetiver | Accords: Floral, Fruity, Aquatic"
Ocean Musk No.1497,0.22,Spring,Male,Night,Occasionally,Short,"Lavender, Mint | Nutmeg, Clary Sage | Amber, Musk, Cedarwood | Accords: Aquatic, Green, Spicy"
Lunar Oud No.1498,0.08,Summer,Any,Day,Often,Long,"Blackcurrant, Grapefruit | Geranium, Nutmeg | Leather, Amber, Oakmoss | Accords: Floral, Powdery, Aquatic"
Wild Musk No.1499,0.97,Spring,Male,Night,Often,Long,"Mint, Pineapple | Jasmine, Lily of the Valley | Musk, Amber, Cedarwood | Accords: Fresh, Aquatic, Smoky"
Golden Breeze No.1500,0.22,Spring,Male,Day,Often,Short,"Lavender, Peach | Rose, Nutmeg | Cedarwood, Amber, Oud | Accords: Smoky, Gourmand, Powdery"
Astral Water No.1501,0.03,Fall,Any,Day,Occasionally,Short,"Lemon, Bergamot | Violet, Freesia | Cedarwood, Patchouli, Incense | Accords: Aquatic, Gourmand, Citrus"
Wild Nectar No.1502,0.42,Spring,Female,Night,Often,Short,"Lemon, Mint | Clary Sage, Nutmeg | Oud, Vanilla, Patchouli | Accords: Powdery, Earthy, Floral"
Solar Breeze No.1503,0.25,Fall,Any,Day,Often,Short,"Peach, Pink Pepper | Clary Sage, Rose | Incense, Sandalwood, Oud | Accords: Aquatic, Citrus, Fresh"
Lunar Rose No.1504,0.76,Spring,Any,Day,Often,Long,"Pineapple, Grapefruit | Rose, Cardamom | Cedarwood, Musk, Oakmoss | Accords: Aquatic, Floral, Earthy"
Midnight Musk No.1505,0.79,Fall,Male,Night,Often,Short,"Lavender, Blackcurrant | Lily of the Valley, Cardamom | Oakmoss, Sandalwood, Patchouli | Accords: Fruity, Green, Floral"
Crimson Orchid No.1506,0.99,Fall,Male,Night,Often,Long,"Peach, Mint | Nutmeg, Jasmine | Musk, Tonka Bean, Vanilla | Accords: Citrus, Woody, Spicy"
Royal Petal No.1507,0.01,Summer,Female,Night,Often,Short,"Lavender, Mandarin | Violet, Geranium | Incense, Musk, Vetiver | Accords: Earthy, Fresh, Powdery"
Neon Musk No.1508,0.88,Summer,Male,Night,Occasionally,Short,"Grapefruit, Pink Pepper | Rose, Nutmeg | Cedarwood, Patchouli, Sandalwood | Accords: Fresh, Citrus, Woody"
Royal Night No.1509,0.03,Summer,Female,Day,Occasionally,Long,"Lemon, Grapefruit | Cinnamon, Iris | Oakmoss, Leather, Musk | Accords: Citrus, Fruity, Green"
Lunar Elixir No.1510,0.43,Fall,Any,Day,Often,Long,"Sea Salt, Grapefruit | Nutmeg, Iris | Tonka Bean, Cedarwood, Vetiver | Accords: Citrus, Fruity, Green"
Phantom Nectar No.1511,0.1,Fall,Any,Night,Occasionally,Short,"Apple, Sea Salt | Rose, Lily of the Valley | Oud, Patchouli, Sandalwood | Accords: Earthy, Fruity, Green"
Solar Storm No.1512,0.53,Summer,Male,Night,Often,Short,"Sea Salt, Apple | Iris, Clary Sage | Leather, Oud, Vanilla | Accords: Aquatic, Gourmand, Powdery"
Phantom Amber No.1513,0.25,Winter,Any,Day,Occasionally,Short,"Blackcurrant, Grapefruit | Iris, Cinnamon | Leather, Patchouli, Vanilla | Accords: Aquatic, Green, Fresh"
Desert Shadow No.1514,0.65,Spring,Any,Day,Occasionally,Short,"Mint, Peach | Clary Sage, Jasmine | Leather, Patchouli, Vetiver | Accords: Green, Floral, Fruity"
Secret Orchid No.1515,0.2,Summer,Female,Day,Occasionally,Long,"Peach, Blackcurrant | Freesia, Violet | Leather, Sandalwood, Musk | Accords: Floral, Green, Fresh"
Phantom Petal No.1516,0.8,Fall,Female,Night,Often,Short,"Grapefruit, Lemon | Lily of the Valley, Jasmine | Oakmoss, Vetiver, Cedarwood | Accords: Aquatic, Floral, Earthy"
Midnight Amber No.1517,0.31,Summer,Male,Night,Often,Short,"Peach, Grapefruit | Geranium, Nutmeg | Vetiver, Incense, Oakmoss | Accords: Earthy, Green, Powdery"
Neon Storm No.1518,0.17,Spring,Female,Night,Occasionally,Short,"Mint, Lemon | Violet, Geranium | Oud, Vetiver, Amber | Accords: Smoky, Floral, Powdery"
Crimson Elixir No.1519,0.34,Spring,Male,Night,Often,Short,"Peach, Bergamot | Lily of the Valley, Cinnamon | Oakmoss, Tonka Bean, Oud | Accords: Citrus, Fruity, Powdery"
Desert Spice No.1520,0.96,Spring,Male,Night,Occasionally,Long,"Grapefruit, Blackcurrant | Violet, Nutmeg | Leather, Oud, Vetiver | Accords: Green, Floral, Aquatic"
Midnight Water No.1521,0.77,Summer,Male,Night,Often,Long,"Pink Pepper, Sea Salt | Iris, Cardamom | Patchouli, Amber, Oud | Accords: Smoky, Fresh, Powdery"
Desert Oud No.1522,0.94,Spring,Male,Night,Often,Long,"Pineapple, Pink Pepper | Clary Sage, Nutmeg | Amber, Tonka Bean, Musk | Accords: Powdery, Smoky, Fruity"
Midnight Fire No.1523,0.07,Fall,Male,Night,Often,Short,"Apple, Pink Pepper | Iris, Orchid | Leather, Incense, Cedarwood | Accords: Citrus, Fresh, Gourmand"
Royal Storm No.1524,0.36,Spring,Any,Night,Often,Long,"Blackcurrant, Mint | Iris, Cinnamon | Amber, Sandalwood, Oakmoss | Accords: Earthy, Fresh, Fruity"
Ocean Amber No.1525,0.94,Spring,Female,Night,Occasionally,Short,"Bergamot, Grapefruit | Violet, Lily of the Valley | Vetiver, Sandalwood, Incense | Accords: Floral, Spicy, Citrus"
Azure Musk No.1526,0.15,Fall,Male,Night,Often,Short,"Sea Salt, Peach | Clary Sage, Cinnamon | Amber, Vanilla, Cedarwood | Accords: Spicy, Smoky, Fresh"
Ocean Orchid No.1527,0.26,Fall,Female,Day,Occasionally,Short,"Mandarin, Peach | Nutmeg, Lily of the Valley | Vetiver, Oud, Leather | Accords: Spicy, Powdery, Smoky"
Desert Orchid No.1528,0.84,Summer,Female,Night,Occasionally,Short,"Pineapple, Apple | Lily of the Valley, Freesia | Oakmoss, Oud, Vanilla | Accords: Spicy, Woody, Fruity"
Velvet Storm No.1529,0.74,Winter,Female,Day,Often,Long,"Peach, Grapefruit | Cardamom, Rose | Leather, Patchouli, Vanilla | Accords: Floral, Smoky, Spicy"
Velvet Amber No.1530,0.32,Fall,Female,Day,Often,Short,"Pineapple, Lemon | Orchid, Nutmeg | Tonka Bean, Oud, Patchouli | Accords: Woody, Spicy, Citrus"
Ocean Amber No.1531,0.62,Spring,Male,Day,Often,Short,"Blackcurrant, Peach | Iris, Lily of the Valley | Vanilla, Sandalwood, Vetiver | Accords: Gourmand, Smoky, Citrus"
Astral Orchid No.1532,0.02,Spring,Male,Night,Occasionally,Long,"Apple, Peach | Geranium, Cardamom | Incense, Patchouli, Cedarwood | Accords: Fresh, Citrus, Powdery"
Neon Elixir No.1533,0.75,Fall,Any,Day,Occasionally,Long,"Sea Salt, Bergamot | Orchid, Iris | Sandalwood, Tonka Bean, Amber | Accords: Spicy, Fresh, Smoky"
Mystic Musk No.1534,0.53,Spring,Male,Night,Often,Short,"Blackcurrant, Sea Salt | Lily of the Valley, Freesia | Incense, Sandalwood, Leather | Accords: Fresh, Aquatic, Spicy"
Urban Breeze No.1535,0.15,Spring,Male,Night,Occasionally,Long,"Peach, Grapefruit | Violet, Jasmine | Cedarwood, Sandalwood, Patchouli | Accords: Floral, Aquatic, Gourmand"
Phantom Spice No.1536,0.34,Fall,Any,Day,Often,Long,"Lavender, Lemon | Nutmeg, Jasmine | Vanilla, Oud, Tonka Bean | Accords: Floral, Woody, Aquatic"
Phantom Wood No.1537,0.57,Summer,Male,Day,Occasionally,Short,"Peach, Grapefruit | Cinnamon, Cardamom | Cedarwood, Vetiver, Leather | Accords: Powdery, Fresh, Earthy"
Lunar Elixir No.1538,0.81,Winter,Female,Day,Often,Long,"Lavender, Peach | Cardamom, Nutmeg | Leather, Amber, Musk | Accords: Citrus, Smoky, Earthy"
Wild Dream No.1539,0.37,Summer,Male,Night,Often,Long,"Apple, Mandarin | Iris, Violet | Oakmoss, Leather, Incense | Accords: Spicy, Fresh, Citrus"
Astral Storm No.1540,0.29,Winter,Male,Day,Often,Short,"Apple, Bergamot | Clary Sage, Geranium | Vetiver, Sandalwood, Vanilla | Accords: Aquatic, Green, Citrus"
Ocean Storm No.1541,0.31,Summer,Female,Day,Occasionally,Long,"Peach, Sea Salt | Jasmine, Cinnamon | Incense, Leather, Oakmoss | Accords: Floral, Green, Gourmand"
Crimson Rose No.1542,1.0,Winter,Any,Day,Occasionally,Short,"Blackcurrant, Sea Salt | Geranium, Iris | Leather, Amber, Musk | Accords: Aquatic, Earthy, Smoky"
Velvet Orchid No.1543,0.83,Summer,Any,Day,Occasionally,Long,"Pink Pepper, Lavender | Nutmeg, Jasmine | Oud, Sandalwood, Cedarwood | Accords: Aquatic, Powdery, Gourmand"
Royal Wood No.1544,0.41,Summer,Any,Night,Occasionally,Long,"Sea Salt, Pineapple | Orchid, Geranium | Leather, Musk, Tonka Bean | Accords: Fresh, Floral, Gourmand"
Midnight Petal No.1545,0.91,Fall,Any,Day,Occasionally,Short,"Apple, Sea Salt | Jasmine, Rose | Vetiver, Oakmoss, Incense | Accords: Powdery, Aquatic, Fresh"
Mystic Rose No.1546,0.85,Spring,Male,Night,Often,Long,"Grapefruit, Peach | Lily of the Valley, Nutmeg | Leather, Oakmoss, Cedarwood | Accords: Powdery, Floral, Fruity"
Azure Spice No.1547,0.44,Winter,Female,Night,Often,Short,"Lemon, Peach | Cinnamon, Nutmeg | Oud, Oakmoss, Vetiver | Accords: Fresh, Floral, Fruity"
Crimson Breeze No.1548,0.88,Fall,Any,Night,Occasionally,Short,"Mint, Peach | Orchid, Violet | Incense, Sandalwood, Musk | Accords: Powdery, Aquatic, Smoky"
Astral Dream No.1549,0.29,Spring,Any,Day,Occasionally,Long,"Pink Pepper, Mint | Nutmeg, Orchid | Sandalwood, Patchouli, Vetiver | Accords: Gourmand, Aquatic, Spicy"
Golden Spice No.1550,0.64,Spring,Any,Day,Occasionally,Short,"Pink Pepper, Bergamot | Geranium, Rose | Oakmoss, Tonka Bean, Musk | Accords: Smoky, Spicy, Earthy"
Crimson Musk No.1551,0.82,Fall,Any,Night,Often,Short,"Lemon, Bergamot | Iris, Freesia | Cedarwood, Incense, Patchouli | Accords: Smoky, Spicy, Aquatic"
Solar Water No.1552,0.31,Summer,Any,Day,Occasionally,Long,"Apple, Lavender | Geranium, Rose | Oud, Oakmoss, Incense | Accords: Earthy, Spicy, Green"
Mystic Wood No.1553,0.98,Fall,Female,Day,Occasionally,Long,"Pink Pepper, Pineapple | Nutmeg, Geranium | Patchouli, Sandalwood, Oud | Accords: Smoky, Fruity, Citrus"
Solar Amber No.1554,0.86,Summer,Male,Day,Often,Long,"Lavender, Apple | Cinnamon, Jasmine | Incense, Amber, Sandalwood | Accords: Green, Fresh, Gourmand"
Lunar Spice No.1555,0.26,Fall,Male,Night,Occasionally,Long,"Mint, Blackcurrant | Jasmine, Nutmeg | Musk, Cedarwood, Leather | Accords: Powdery, Smoky, Green"
Urban Spice No.1556,0.62,Fall,Male,Day,Often,Long,"Mint, Lavender | Lily of the Valley, Nutmeg | Oakmoss, Musk, Amber | Accords: Aquatic, Floral, Green"
Urban Orchid No.1557,0.43,Winter,Any,Day,Often,Short,"Apple, Pink Pepper | Clary Sage, Jasmine | Leather, Oud, Cedarwood | Accords: Floral, Green, Earthy"
Lunar Breeze No.1558,0.99,Spring,Male,Day,Occasionally,Long,"Mandarin, Pink Pepper | Violet, Rose | Cedarwood, Vetiver, Sandalwood | Accords: Fruity, Green, Spicy"
Crimson Petal No.1559,0.37,Summer,Any,Night,Often,Short,"Pineapple, Apple | Iris, Cinnamon | Oakmoss, Amber, Leather | Accords: Citrus, Gourmand, Floral"
Crimson Spice No.1560,0.44,Spring,Male,Day,Occasionally,Long,"Bergamot, Lemon | Jasmine, Nutmeg | Vetiver, Vanilla, Sandalwood | Accords: Fruity, Fresh, Gourmand"
Lunar Soul No.1561,0.19,Summer,Any,Night,Often,Long,"Apple, Mandarin | Freesia, Clary Sage | Oud, Incense, Leather | Accords: Spicy, Fruity, Smoky"
Astral Fire No.1562,0.79,Spring,Any,Night,Often,Long,"Bergamot, Pink Pepper | Lily of the Valley, Orchid | Oud, Tonka Bean, Vetiver | Accords: Woody, Floral, Aquatic"
Astral Musk No.1563,0.39,Summer,Female,Day,Often,Short,"Grapefruit, Sea Salt | Violet, Jasmine | Vetiver, Oakmoss, Leather | Accords: Fresh, Green, Floral"
Solar Soul No.1564,0.91,Winter,Female,Day,Occasionally,Short,"Lemon, Apple | Freesia, Nutmeg | Patchouli, Amber, Tonka Bean | Accords: Woody, Green, Spicy"
Phantom Elixir No.1565,0.24,Winter,Male,Day,Occasionally,Short,"Apple, Pineapple | Cinnamon, Rose | Leather, Cedarwood, Vanilla | Accords: Citrus, Gourmand, Fresh"
Crystal Breeze No.1566,0.95,Fall,Male,Day,Often,Short,"Pineapple, Lemon | Rose, Geranium | Sandalwood, Leather, Vanilla | Accords: Earthy, Fruity, Aquatic"
Desert Orchid No.1567,0.27,Summer,Female,Day,Often,Short,"Mandarin, Bergamot | Jasmine, Cardamom | Vetiver, Sandalwood, Incense | Accords: Aquatic, Smoky, Spicy"
Phantom Shadow No.1568,0.7,Winter,Male,Day,Often,Long,"Blackcurrant, Peach | Violet, Freesia | Cedarwood, Sandalwood, Leather | Accords: Spicy, Powdery, Smoky"
Lunar Petal No.1569,0.23,Fall,Female,Night,Occasionally,Long,"Mint, Grapefruit | Clary Sage, Violet | Sandalwood, Leather, Tonka Bean | Accords: Powdery, Fresh, Fruity"
Velvet Fire No.1570,0.54,Spring,Female,Night,Occasionally,Short,"Peach, Mandarin | Nutmeg, Freesia | Amber, Tonka Bean, Patchouli | Accords: Earthy, Smoky, Fresh"
Mystic Fire No.1571,0.29,Fall,Any,Night,Occasionally,Short,"Lemon, Peach | Cardamom, Rose | Sandalwood, Oakmoss, Leather | Accords: Aquatic, Powdery, Woody"
Velvet Storm No.1572,0.4,Summer,Female,Night,Often,Long,"Pineapple, Sea Salt | Lily of the Valley, Freesia | Musk, Leather, Oud | Accords: Earthy, Woody, Gourmand"
Azure Elixir No.1573,0.18,Fall,Any,Day,Occasionally,Short,"Apple, Sea Salt | Clary Sage, Freesia | Amber, Cedarwood, Vanilla | Accords: Fresh, Aquatic, Green"
Solar Shadow No.1574,0.93,Winter,Female,Night,Occasionally,Short,"Lavender, Lemon | Cinnamon, Cardamom | Incense, Oud, Musk | Accords: Gourmand, Earthy, Citrus"
Astral Water No.1575,0.31,Summer,Any,Night,Often,Short,"Grapefruit, Blackcurrant | Cardamom, Lily of the Valley | Amber, Incense, Patchouli | Accords: Earthy, Aquatic, Floral"
Neon Spice No.1576,1.0,Spring,Male,Day,Occasionally,Short,"Mandarin, Apple | Lily of the Valley, Cinnamon | Incense, Oakmoss, Vanilla | Accords: Woody, Fruity, Powdery"
Midnight Oud No.1577,0.13,Winter,Any,Night,Often,Long,"Bergamot, Blackcurrant | Rose, Jasmine | Musk, Oakmoss, Leather | Accords: Aquatic, Powdery, Gourmand"
Azure Nectar No.1578,0.86,Summer,Any,Day,Occasionally,Short,"Apple, Lavender | Nutmeg, Lily of the Valley | Musk, Cedarwood, Incense | Accords: Smoky, Fruity, Green"
Royal Soul No.1579,0.93,Spring,Female,Day,Occasionally,Long,"Bergamot, Apple | Clary Sage, Cinnamon | Patchouli, Musk, Amber | Accords: Woody, Earthy, Fresh"
Crimson Musk No.1580,0.72,Winter,Female,Night,Often,Long,"Lemon, Pink Pepper | Cinnamon, Clary Sage | Oakmoss, Amber, Cedarwood | Accords: Earthy, Floral, Green"
Secret Petal No.1581,0.06,Fall,Any,Night,Often,Long,"Peach, Lemon | Rose, Orchid | Leather, Vanilla, Oud | Accords: Earthy, Powdery, Spicy"
Wild Wood No.1582,0.31,Fall,Female,Night,Occasionally,Short,"Lemon, Pineapple | Nutmeg, Iris | Leather, Incense, Patchouli | Accords: Gourmand, Green, Woody"
Secret Amber No.1583,0.62,Winter,Female,Night,Often,Short,"Pink Pepper, Bergamot | Iris, Freesia | Tonka Bean, Cedarwood, Musk | Accords: Floral, Powdery, Spicy"
Urban Oud No.1584,0.6,Fall,Any,Night,Often,Long,"Lavender, Pink Pepper | Clary Sage, Cinnamon | Oud, Sandalwood, Incense | Accords: Powdery, Aquatic, Fruity"
